Date,driver_number,start_point,end_point,distance_travelled,speed,start_time,end_time,driver_rating,fare_amount,weather_conditions,traffic_conditions,payment_method,passenger_count,duration,route_taken
06/12/2026,6,8041 Toban Street,54762 Muir Drive,21.19,96.81,4/25/2022,8/24/2022,4.0,7.17,cloudy,light,mobile payment,2,127,back roads
06/12/2026,1,40603 Tennyson Park,98 Graceland Drive,13.64,130.99,4/23/2022,10/27/2022,4.9,68.69,sunny,light,credit card,4,87,back roads
06/12/2026,9,282 South Parkway,8 Cherokee Court,19.81,64.5,1/17/2022,5/29/2022,2.5,64.59,snowy,light,credit card,5,595,highway
06/12/2026,6,3961 Kropf Place,8 Spohn Junction,17.26,116.29,7/10/2022,8/2/2022,2.8,85.4,snowy,light,credit card,2,358,back roads
06/12/2026,3,99446 Havey Lane,63 Wayridge Court,31.97,126.72,2/21/2022,8/9/2022,1.5,12.8,cloudy,light,mobile payment,3,8,back roads
06/12/2026,5,850 Fieldstone Trail,1 Orin Avenue,40.47,83.01,3/5/2022,3/9/2022,1.6,34.54,sunny,moderate,mobile payment,3,239,city streets
06/12/2026,1,40 Anderson Trail,7973 Spaight Alley,7.63,62.54,2/6/2022,5/11/2022,2.7,68.62,cloudy,light,mobile payment,5,156,back roads
06/12/2026,7,51 5th Terrace,8 Goodland Drive,38.95,0.87,3/17/2022,8/18/2022,1.5,17.08,cloudy,light,mobile payment,2,575,back roads
06/12/2026,6,246 Debra Plaza,46745 Lukken Avenue,0.56,133.51,6/28/2022,6/10/2022,1.5,17.0,cloudy,light,credit card,2,584,back roads
06/12/2026,5,83436 Sage Crossing,5922 Sage Circle,28.61,91.32,5/7/2022,2/9/2022,2.1,54.64,cloudy,heavy,cash,3,63,highway
06/12/2026,6,1528 Di Loreto Place,283 Dakota Plaza,1.0,20.48,8/31/2022,4/21/2022,2.9,74.93,cloudy,heavy,mobile payment,2,465,city streets
06/12/2026,5,19430 Erie Avenue,0712 Sunbrook Pass,23.27,51.64,5/28/2022,5/23/2022,3.9,73.44,cloudy,light,mobile payment,3,512,back roads
06/12/2026,5,976 Gina Hill,0 Delladonna Hill,11.31,25.92,6/24/2022,6/21/2022,3.6,18.95,cloudy,moderate,mobile payment,2,4,city streets
06/12/2026,8,1 Kedzie Junction,0756 Hanson Way,13.34,43.73,1/18/2022,9/13/2022,1.2,34.06,snowy,heavy,credit card,5,590,city streets
06/12/2026,8,964 Weeping Birch Crossing,18 Namekagon Trail,7.28,145.73,8/31/2022,8/23/2022,4.1,10.42,snowy,heavy,credit card,5,79,city streets
06/12/2026,5,12 Pepper Wood Court,2230 Nevada Park,30.53,148.61,2/2/2022,5/13/2022,2.4,30.42,sunny,moderate,cash,1,310,city streets
06/12/2026,6,261 Division Pass,496 Cottonwood Court,10.87,91.53,1/13/2022,3/2/2022,4.3,15.74,snowy,moderate,credit card,5,573,highway
06/12/2026,6,79 Mallard Plaza,6198 Sutteridge Drive,12.5,114.47,9/3/2022,5/5/2022,2.0,26.28,sunny,heavy,cash,5,276,back roads
06/12/2026,5,3035 Coleman Drive,8 Cardinal Road,40.5,122.07,8/3/2022,7/25/2022,1.2,89.94,cloudy,moderate,credit card,3,305,highway
06/12/2026,9,7718 Scofield Circle,64876 Golden Leaf Crossing,36.02,66.24,5/17/2022,2/1/2022,2.4,99.27,cloudy,light,credit card,3,356,highway
06/12/2026,3,5 Washington Avenue,65629 Buena Vista Avenue,19.72,15.94,3/14/2022,4/17/2022,3.0,33.09,snowy,heavy,cash,5,449,highway
06/12/2026,7,2 Hallows Center,6867 Mayer Point,45.16,131.97,5/18/2022,10/24/2022,2.0,18.28,cloudy,moderate,credit card,3,506,back roads
06/12/2026,3,42897 Brentwood Trail,875 Boyd Avenue,40.3,7.45,7/30/2022,9/25/2022,1.5,24.52,cloudy,light,cash,1,574,highway
06/12/2026,4,1315 Delaware Junction,32809 Morrow Trail,15.03,61.33,5/26/2022,4/24/2022,2.3,26.89,snowy,heavy,credit card,4,75,city streets
06/12/2026,5,6550 Donald Terrace,2072 Pepper Wood Crossing,6.77,23.42,8/19/2022,1/18/2022,1.3,33.83,sunny,light,credit card,3,136,highway
06/12/2026,6,573 Texas Park,2 Forest Run Lane,36.29,18.39,4/5/2022,1/9/2022,3.0,58.13,cloudy,light,cash,4,405,back roads
06/12/2026,9,1 Dovetail Road,15686 Colorado Terrace,37.44,141.15,8/2/2022,9/18/2022,3.7,71.29,snowy,moderate,cash,5,178,highway
06/12/2026,7,61017 Beilfuss Park,30 Red Cloud Way,35.13,82.87,5/8/2022,11/2/2022,2.9,68.1,sunny,heavy,cash,5,276,highway
06/12/2026,1,40695 Banding Plaza,191 Red Cloud Drive,20.48,50.21,4/26/2022,8/21/2022,1.1,29.04,cloudy,moderate,credit card,2,28,highway
06/12/2026,2,84 Scott Alley,1170 Northridge Point,27.83,18.74,8/26/2022,8/13/2022,3.7,56.63,snowy,light,cash,4,248,back roads
06/12/2026,4,450 Truax Pass,016 Spohn Lane,29.6,26.55,5/1/2022,8/29/2022,1.9,6.48,cloudy,light,credit card,4,110,back roads
06/12/2026,7,6 Westerfield Parkway,1815 Sachtjen Drive,27.86,49.86,1/1/2022,8/4/2022,2.9,73.71,snowy,heavy,cash,1,569,city streets
06/12/2026,8,3364 Kensington Alley,3 Oneill Place,20.5,41.78,8/8/2022,5/25/2022,1.8,46.59,snowy,moderate,mobile payment,5,571,back roads
06/12/2026,2,4 Algoma Hill,9 Hovde Alley,1.42,135.35,3/31/2022,3/24/2022,2.0,52.44,cloudy,light,credit card,5,503,highway
06/12/2026,9,3 Bay Crossing,140 Glacier Hill Drive,38.67,116.77,3/9/2022,8/5/2022,3.1,12.1,sunny,moderate,credit card,4,246,highway
06/12/2026,4,3523 Trailsway Way,77043 Lake View Terrace,22.25,85.62,5/23/2022,10/22/2022,1.3,25.64,sunny,heavy,mobile payment,4,165,highway
06/12/2026,2,99 Mayer Trail,8681 Buena Vista Hill,22.53,29.74,6/6/2022,6/4/2022,1.5,62.11,sunny,heavy,cash,5,231,city streets
06/12/2026,8,618 Steensland Parkway,79019 Hollow Ridge Point,22.9,102.69,6/6/2022,9/14/2022,3.6,98.7,snowy,heavy,mobile payment,1,117,city streets
06/12/2026,9,07309 Scoville Center,02 Knutson Court,7.31,79.53,7/12/2022,2/9/2022,3.2,90.73,snowy,moderate,credit card,2,524,city streets
06/12/2026,3,8 Fieldstone Crossing,83 Bellgrove Court,11.17,80.1,4/9/2022,10/12/2022,1.0,64.69,cloudy,moderate,mobile payment,1,534,highway
06/12/2026,4,9809 Roth Street,25 Almo Hill,48.84,18.37,1/25/2022,3/5/2022,1.4,96.51,snowy,light,mobile payment,3,214,city streets
06/12/2026,8,18 Roth Way,541 Anderson Court,22.07,105.96,6/15/2022,2/20/2022,3.0,15.6,snowy,heavy,mobile payment,5,376,highway
06/12/2026,4,4 Mockingbird Center,94 Welch Road,45.22,24.67,4/25/2022,7/11/2022,2.3,13.16,sunny,light,cash,2,492,highway
06/12/2026,9,72 Mayer Lane,20 Nancy Circle,19.41,149.32,4/25/2022,8/1/2022,4.7,90.2,snowy,light,credit card,1,163,back roads
06/12/2026,6,8 Gerald Place,164 Eagle Crest Pass,20.47,67.36,8/8/2022,3/2/2022,1.5,24.18,sunny,moderate,cash,5,290,highway
06/12/2026,5,2 Texas Lane,1263 Reinke Trail,32.99,26.47,4/28/2022,9/11/2022,1.0,5.83,snowy,heavy,cash,5,454,city streets
06/12/2026,7,8 Center Plaza,8 Carberry Terrace,3.51,62.14,8/24/2022,2/28/2022,1.0,57.49,sunny,light,cash,1,324,back roads
06/12/2026,9,9 Kings Court,346 Kennedy Way,12.37,139.76,6/17/2022,8/1/2022,3.1,14.57,sunny,heavy,mobile payment,4,524,highway
06/12/2026,4,41976 Quincy Trail,6656 Cardinal Lane,14.3,74.11,6/1/2022,4/1/2022,2.9,53.03,snowy,moderate,mobile payment,3,572,back roads
06/12/2026,3,75522 Toban Avenue,68327 Westport Hill,22.94,93.99,9/4/2022,1/27/2022,1.1,81.53,cloudy,light,credit card,1,193,highway
06/12/2026,4,71523 Killdeer Plaza,855 Ramsey Hill,33.77,45.27,3/31/2022,4/30/2022,4.8,95.97,snowy,light,credit card,3,336,city streets
06/12/2026,6,63958 Havey Avenue,43 Service Road,27.19,81.01,9/3/2022,11/1/2022,3.2,79.12,cloudy,light,cash,4,166,city streets
06/12/2026,9,99104 Darwin Point,82 Bartelt Terrace,29.49,58.1,8/8/2022,1/16/2022,1.7,65.68,sunny,moderate,credit card,3,363,back roads
06/12/2026,8,646 Shopko Way,644 Anthes Road,3.45,112.14,3/24/2022,6/6/2022,4.4,14.74,sunny,light,cash,4,197,city streets
06/12/2026,2,587 Petterle Road,104 John Wall Street,21.08,64.07,5/28/2022,2/9/2022,2.3,5.9,cloudy,heavy,credit card,5,9,back roads
06/12/2026,9,293 Forest Terrace,500 Bluejay Alley,39.25,48.47,4/5/2022,10/31/2022,4.4,21.41,snowy,heavy,cash,4,222,city streets
06/12/2026,9,052 Linden Center,5 Sauthoff Point,37.59,68.71,8/25/2022,4/20/2022,3.5,53.12,snowy,moderate,cash,5,367,city streets
06/12/2026,7,58508 Novick Junction,600 Meadow Ridge Hill,30.39,140.72,7/2/2022,1/19/2022,1.6,78.66,snowy,moderate,credit card,2,128,highway
06/12/2026,4,0416 Dapin Street,01007 Anzinger Way,47.83,15.63,9/2/2022,9/21/2022,4.8,7.42,snowy,light,cash,4,52,city streets
06/12/2026,9,701 Mallard Street,60510 Moose Terrace,27.78,114.02,7/27/2022,6/8/2022,3.9,47.28,sunny,heavy,mobile payment,2,445,city streets
06/12/2026,9,06 Vernon Court,0737 Hintze Court,6.11,59.5,9/15/2022,3/10/2022,3.4,96.72,cloudy,moderate,mobile payment,3,129,city streets
06/12/2026,1,8998 Service Avenue,91039 Butterfield Hill,16.1,39.39,7/14/2022,7/5/2022,4.3,87.29,snowy,light,credit card,1,22,city streets
06/12/2026,1,027 Goodland Drive,2081 Butterfield Drive,24.38,19.85,7/19/2022,2/11/2022,3.2,13.92,cloudy,moderate,mobile payment,1,556,highway
06/12/2026,5,0 Annamark Lane,2 Del Sol Lane,10.21,75.43,4/8/2022,11/1/2022,1.3,57.23,sunny,heavy,cash,3,526,back roads
06/12/2026,1,156 Drewry Street,262 Fieldstone Drive,37.17,146.41,5/12/2022,5/15/2022,1.2,94.25,snowy,moderate,cash,1,173,highway
06/12/2026,4,3671 Holmberg Center,1139 Vera Pass,1.18,16.73,2/5/2022,4/16/2022,3.4,41.8,sunny,light,credit card,2,594,back roads
06/12/2026,4,84495 Independence Lane,5000 Brentwood Trail,46.71,57.76,4/27/2022,6/27/2022,4.1,55.29,cloudy,light,credit card,2,274,city streets
06/12/2026,6,7 Briar Crest Parkway,61605 Lake View Trail,23.43,22.14,1/3/2022,5/16/2022,3.6,90.72,sunny,heavy,cash,1,376,city streets
06/12/2026,3,97007 Cambridge Park,824 Cody Circle,24.04,38.55,3/28/2022,9/27/2022,3.9,5.24,cloudy,heavy,cash,3,523,city streets
06/12/2026,7,9228 Mesta Park,34982 Debs Drive,10.85,103.1,9/18/2022,10/16/2022,2.0,89.46,sunny,heavy,credit card,4,5,back roads
06/12/2026,4,802 Logan Circle,6736 Helena Trail,43.34,144.16,4/15/2022,9/16/2022,3.4,27.05,snowy,light,credit card,2,251,back roads
06/12/2026,4,228 Harper Road,41 Schurz Parkway,10.33,17.77,3/12/2022,8/23/2022,4.4,9.43,sunny,heavy,credit card,2,19,back roads
06/12/2026,6,16345 Bunting Parkway,9 Holy Cross Parkway,36.39,103.11,2/15/2022,6/19/2022,5.0,63.41,cloudy,light,cash,5,264,back roads
06/12/2026,4,6 Sugar Drive,7 Forest Run Point,46.41,121.11,3/2/2022,10/17/2022,2.9,61.99,sunny,heavy,cash,3,482,highway
06/12/2026,5,6 Homewood Terrace,9322 Corry Court,4.72,22.53,6/14/2022,7/3/2022,4.5,41.95,sunny,light,credit card,1,174,city streets
06/12/2026,1,6 Utah Trail,19884 Del Mar Avenue,36.23,81.08,7/13/2022,8/27/2022,2.5,12.83,cloudy,moderate,mobile payment,4,0,highway
06/12/2026,7,7 Jackson Crossing,86823 Melvin Lane,47.71,20.33,5/8/2022,1/28/2022,1.7,7.53,snowy,heavy,credit card,5,315,back roads
06/12/2026,4,677 Sycamore Plaza,5396 Commercial Lane,5.43,138.67,5/4/2022,8/23/2022,4.0,28.32,sunny,moderate,mobile payment,5,462,city streets
06/12/2026,2,045 Forest Run Way,17787 Goodland Court,5.96,115.55,7/4/2022,5/1/2022,2.1,94.37,snowy,heavy,mobile payment,5,200,highway
06/12/2026,6,063 Grasskamp Street,74 Lotheville Trail,40.55,77.19,2/27/2022,7/10/2022,4.2,10.57,snowy,moderate,cash,4,394,city streets
06/12/2026,7,70031 Del Mar Alley,971 Eliot Pass,48.86,71.88,1/9/2022,4/23/2022,2.6,10.48,snowy,heavy,cash,1,471,highway
06/12/2026,8,10 7th Drive,5893 Coolidge Hill,13.51,55.32,1/26/2022,4/5/2022,5.0,92.25,sunny,moderate,mobile payment,1,211,back roads
06/12/2026,3,3911 Glendale Way,5212 6th Way,3.66,113.08,9/11/2022,10/16/2022,2.7,43.07,sunny,light,cash,3,522,back roads
06/12/2026,8,3 Jay Crossing,48 Meadow Valley Circle,48.92,79.42,1/9/2022,1/24/2022,1.1,41.59,cloudy,moderate,mobile payment,1,15,highway
06/12/2026,6,87884 Amoth Point,341 Artisan Park,38.03,37.62,1/14/2022,7/8/2022,4.6,34.84,cloudy,heavy,credit card,1,456,city streets
06/12/2026,4,6894 Vera Trail,7384 Schmedeman Parkway,29.82,147.97,4/7/2022,10/13/2022,4.7,60.61,cloudy,heavy,mobile payment,2,22,back roads
06/12/2026,9,3 Sherman Drive,0231 Longview Park,39.78,20.51,8/16/2022,4/14/2022,3.5,95.56,sunny,light,credit card,3,214,city streets
06/12/2026,5,0156 Del Sol Alley,62 Vera Court,43.78,23.43,4/26/2022,9/17/2022,3.2,47.07,cloudy,light,credit card,2,51,highway
06/12/2026,4,55 Merry Way,317 Goodland Lane,36.5,51.28,2/19/2022,4/3/2022,3.9,71.14,snowy,heavy,credit card,5,158,city streets
06/12/2026,7,31026 Heath Road,72 Kinsman Place,23.69,20.46,2/17/2022,2/22/2022,2.8,8.69,snowy,light,credit card,1,495,highway
06/12/2026,6,5935 Carioca Crossing,19 Hazelcrest Lane,17.87,89.23,7/17/2022,2/11/2022,4.1,82.98,snowy,heavy,mobile payment,5,202,highway
06/12/2026,9,66267 Welch Alley,57168 Jana Junction,37.68,99.31,1/21/2022,9/5/2022,2.2,74.86,sunny,heavy,cash,3,231,city streets
06/12/2026,6,490 Melby Park,3362 Washington Center,39.88,50.94,9/1/2022,6/27/2022,5.0,7.71,sunny,moderate,cash,3,371,highway
06/12/2026,3,98 Sage Pass,989 Ludington Park,22.14,117.76,5/16/2022,7/22/2022,4.9,80.89,snowy,moderate,mobile payment,1,362,city streets
06/12/2026,5,3469 Saint Paul Court,47 Kedzie Drive,22.55,30.15,5/24/2022,10/25/2022,2.5,82.05,cloudy,heavy,cash,5,388,highway
06/12/2026,2,728 Warner Road,33381 Transport Lane,28.95,115.9,4/6/2022,11/6/2022,1.7,56.74,snowy,light,mobile payment,2,408,back roads
06/12/2026,7,08624 Aberg Alley,132 Thackeray Center,10.12,47.73,2/19/2022,1/28/2022,1.4,62.67,cloudy,light,mobile payment,4,165,back roads
06/12/2026,8,5 Springs Trail,612 Hauk Way,32.5,110.92,8/31/2022,11/1/2022,1.2,1.65,cloudy,light,mobile payment,2,125,highway
06/12/2026,2,00 Sutteridge Center,33 Rigney Court,39.15,10.03,3/15/2022,5/20/2022,2.7,57.79,snowy,heavy,mobile payment,4,180,city streets
06/12/2026,1,67825 Buhler Avenue,2338 Loomis Terrace,17.61,61.71,7/7/2022,7/8/2022,3.3,47.44,cloudy,moderate,credit card,3,475,back roads
06/12/2026,4,1984 Eagle Crest Drive,985 Del Mar Circle,29.57,19.68,3/10/2022,9/25/2022,1.5,68.13,snowy,light,credit card,2,136,back roads
06/12/2026,8,543 Cody Drive,380 Kipling Place,43.98,114.33,8/18/2022,10/9/2022,3.0,58.66,snowy,moderate,cash,5,350,city streets
06/12/2026,7,7 Columbus Hill,50249 Comanche Plaza,13.52,102.38,2/5/2022,5/10/2022,3.3,74.49,snowy,light,mobile payment,5,175,back roads
06/12/2026,8,3922 Center Avenue,624 Melby Crossing,43.55,119.17,1/8/2022,11/6/2022,1.2,81.66,snowy,light,credit card,3,509,back roads
06/12/2026,7,71790 Walton Way,1434 Badeau Street,16.09,93.57,6/9/2022,8/13/2022,2.9,92.55,snowy,heavy,mobile payment,2,384,highway
06/12/2026,7,602 Schmedeman Court,0797 Arizona Street,3.07,42.06,1/27/2022,10/5/2022,2.9,13.95,cloudy,heavy,cash,2,104,back roads
06/12/2026,8,805 Burning Wood Hill,1674 Mayer Point,8.08,50.1,1/12/2022,1/20/2022,4.8,17.75,snowy,moderate,mobile payment,5,548,highway
06/12/2026,1,7 Sherman Road,5 Macpherson Hill,19.56,17.83,3/31/2022,7/5/2022,4.2,96.3,snowy,moderate,credit card,5,537,highway
06/12/2026,7,0334 Moulton Crossing,53 Hooker Way,35.17,97.02,4/9/2022,7/8/2022,4.5,91.17,snowy,light,mobile payment,5,555,back roads
06/12/2026,7,3492 Quincy Lane,9 Walton Hill,30.67,24.44,5/14/2022,6/7/2022,2.8,4.51,snowy,moderate,mobile payment,4,510,highway
06/12/2026,8,572 Redwing Terrace,24 Oriole Court,34.0,72.29,7/31/2022,10/8/2022,4.8,88.08,snowy,heavy,cash,2,125,city streets
06/12/2026,2,8568 Westport Trail,7089 Paget Drive,5.8,109.25,8/13/2022,2/27/2022,2.1,18.77,sunny,moderate,cash,1,38,city streets
06/12/2026,4,01 Debra Crossing,48 Carberry Trail,39.25,93.39,9/7/2022,9/16/2022,2.4,69.38,snowy,heavy,credit card,3,558,highway
06/12/2026,9,4 Quincy Court,68996 2nd Trail,18.34,32.54,3/6/2022,7/28/2022,3.7,50.02,cloudy,light,mobile payment,3,82,back roads
06/12/2026,3,9610 Barnett Avenue,703 Granby Hill,44.81,21.24,4/23/2022,3/16/2022,1.6,11.33,sunny,heavy,credit card,1,347,city streets
06/12/2026,5,75 Holmberg Point,2767 Leroy Hill,0.74,4.41,6/14/2022,9/21/2022,3.4,41.08,snowy,light,cash,3,201,city streets
06/12/2026,2,383 Derek Alley,8 Nova Avenue,42.04,50.34,5/7/2022,5/8/2022,3.6,36.27,sunny,light,credit card,2,513,back roads
06/12/2026,9,328 Kenwood Place,5 Aberg Parkway,35.09,134.56,1/31/2022,4/5/2022,2.2,22.14,cloudy,moderate,credit card,3,297,highway
06/12/2026,2,49 Oakridge Hill,77 Raven Center,32.29,120.93,5/30/2022,2/11/2022,4.8,4.31,cloudy,moderate,credit card,3,93,city streets
06/12/2026,3,295 Oak Trail,9 Anniversary Trail,31.78,121.98,7/18/2022,5/14/2022,2.7,63.39,sunny,light,credit card,5,470,highway
06/12/2026,6,39755 Lukken Pass,69 Waxwing Lane,26.7,7.04,3/12/2022,3/12/2022,2.0,39.91,snowy,moderate,cash,4,22,highway
06/12/2026,8,6 Kensington Alley,4748 Fallview Junction,37.9,67.96,1/29/2022,5/6/2022,4.2,73.97,sunny,heavy,cash,5,82,back roads
06/12/2026,7,8 Bunting Lane,2717 Miller Hill,6.95,64.21,3/29/2022,10/5/2022,3.5,89.1,snowy,moderate,credit card,5,523,back roads
06/12/2026,9,0314 Judy Place,9007 Muir Junction,41.64,6.26,1/29/2022,10/7/2022,1.8,0.44,sunny,light,credit card,5,477,highway
06/12/2026,3,87 Parkside Crossing,06325 Acker Terrace,38.03,120.24,7/1/2022,3/24/2022,3.9,8.0,sunny,light,cash,3,523,highway
06/12/2026,4,78888 Independence Point,35 Transport Lane,15.81,64.98,4/26/2022,9/6/2022,4.0,11.57,cloudy,light,cash,2,436,back roads
06/12/2026,1,55044 Stuart Place,916 Hoard Pass,31.21,118.73,3/11/2022,10/8/2022,1.8,83.04,snowy,moderate,mobile payment,4,478,city streets
06/12/2026,5,911 Harper Place,62 Kennedy Pass,33.31,86.65,1/7/2022,7/18/2022,4.9,36.74,sunny,light,credit card,2,333,highway
06/12/2026,2,27 Trailsway Center,85621 Mitchell Alley,23.64,50.7,5/24/2022,11/4/2022,4.2,4.57,snowy,moderate,credit card,1,199,highway
